Label,Dice_ET,Dice_WT,Dice_TC,Sensitivity_ET,Sensitivity_WT,Sensitivity_TC,Specificity_ET,Specificity_WT,Specificity_TC,Hausdorff95_ET,Hausdorff95_WT,Hausdorff95_TC
BraTS20_Training_032,0.57975,0.77083,0.76718,0.51731,0.81449,0.66753,0.99971,0.99911,0.99986,4.89898,67.48333,5.38516
BraTS20_Training_033,0.80354,0.91613,0.83781,0.94965,0.96056,0.95976,0.99926,0.9981,0.99909,2.82843,2.44949,8.12404
BraTS20_Training_034,0.71593,0.84545,0.86486,0.66173,0.96497,0.85368,0.99949,0.99671,0.99939,3.0,44.82408,4.24264
BraTS20_Training_035,0.62666,0.72019,0.66579,0.78118,0.7644,0.74008,0.99806,0.99681,0.99738,4.47214,46.68297,53.92958
BraTS20_Training_036,0.7518,0.79159,0.78832,0.70538,0.78935,0.76734,0.9999,0.99966,0.99988,2.44949,37.97095,58.74859
BraTS20_Training_037,0.70625,0.90388,0.6073,0.89928,0.85571,0.99059,0.9989,0.99918,0.99643,4.47214,4.12311,18.11629
BraTS20_Training_038,0.64613,0.86988,0.76515,0.6663,0.8515,0.76307,0.99883,0.99879,0.99903,5.09902,3.74166,7.07107
BraTS20_Training_039,0.76994,0.77752,0.67594,0.77249,0.95175,0.77684,0.99966,0.9971,0.99889,3.0,8.30662,10.81665
BraTS20_Training_040,0.78707,0.89512,0.8558,0.80676,0.87509,0.91344,0.99923,0.99843,0.99879,2.23607,3.16228,12.84523
BraTS20_Training_041,0.66151,0.90019,0.81868,0.85717,0.94777,0.90896,0.99875,0.99818,0.9988,3.0,2.82843,8.77496
BraTS20_Training_042,0.67494,0.88363,0.87208,0.60441,0.94062,0.82211,0.99956,0.99838,0.99971,3.0,11.27811,4.24264
BraTS20_Training_043,0.42554,0.7219,0.60891,0.48895,0.62788,0.73878,0.99976,0.99953,0.99941,3.60555,5.91608,9.8995
BraTS20_Training_044,0.31969,0.51791,0.30195,0.20751,0.39488,0.18743,0.99999,0.99972,0.99999,74.80741,52.39752,57.85324
BraTS20_Training_045,0.80028,0.90763,0.90227,0.92276,0.9485,0.96155,0.99827,0.99844,0.99892,3.31662,3.16228,3.16228
BraTS20_Training_046,0.0,0.21466,0.00391,0.0,0.12121,0.00197,1.0,0.99997,1.0,41.07919,14.17745,41.24318
BraTS20_Training_047,0.71891,0.84628,0.84871,0.75935,0.79152,0.85018,0.99873,0.99881,0.99892,3.0,8.30662,6.16441
BraTS20_Training_048,0.54475,0.55375,0.81021,0.4831,0.39355,0.8252,0.99993,0.99991,0.99992,3.74166,9.27362,2.23607
BraTS20_Training_049,0.7699,0.8796,0.68999,0.97023,0.87422,0.97891,0.99963,0.99893,0.99926,5.65685,3.74166,18.22087
BraTS20_Training_050,0.71311,0.89532,0.92375,0.86281,0.93466,0.93234,0.99797,0.99857,0.99934,2.82843,3.60555,3.0
BraTS20_Training_051,0.76949,0.87848,0.80319,0.87539,0.963,0.9125,0.99941,0.99683,0.99929,3.74166,3.31662,12.8841
BraTS20_Training_052,0.70292,0.83293,0.8088,0.79352,0.94139,0.90246,0.99943,0.99835,0.99938,5.0,7.2111,18.05547
BraTS20_Training_053,0.65758,0.91736,0.55436,0.86358,0.94841,0.86609,0.99922,0.99796,0.99697,5.09902,3.74166,22.6484
BraTS20_Training_054,0.8045,0.85351,0.86632,0.92383,0.85724,0.95915,0.9987,0.99862,0.99892,3.31662,4.24264,3.60555
BraTS20_Training_055,0.66167,0.89788,0.67117,0.89075,0.96748,0.92312,0.99923,0.99748,0.99859,12.24745,4.69042,12.80625
BraTS20_Training_056,0.67484,0.68503,0.75902,0.66336,0.6626,0.73162,0.99915,0.9983,0.99925,8.30662,46.36809,24.37212
BraTS20_Training_057,0.65708,0.72416,0.31886,0.86439,0.96964,0.97024,0.99926,0.9927,0.99457,58.11196,53.44764,72.03471
BraTS20_Training_058,0.35119,0.60994,0.19147,0.23256,0.46847,0.11274,0.99993,0.9993,0.99988,19.78626,7.14143,36.39849
BraTS20_Training_059,0.34142,0.67612,0.33874,0.94283,0.81241,0.95755,0.99953,0.99828,0.99914,70.10136,32.93934,69.08834
BraTS20_Training_060,0.68662,0.88837,0.89015,0.68884,0.96175,0.93449,0.99942,0.99799,0.99936,2.23607,5.09902,4.12311
BraTS20_Training_061,0.55843,0.46672,0.47944,0.9207,0.95789,0.96749,0.99899,0.99497,0.99689,5.19615,37.10795,36.04026
BraTS20_Training_062,0.80476,0.87958,0.88546,0.97164,0.96553,0.99258,0.9985,0.99628,0.99859,3.0,5.09902,9.8995
BraTS20_Training_063,0.61172,0.74553,0.66969,0.58898,0.66283,0.62659,0.99991,0.99983,0.99992,11.22051,21.76809,11.60161
BraTS20_Training_064,0.64688,0.81032,0.85902,0.61031,0.87783,0.81275,0.9989,0.99687,0.99928,3.16228,31.61645,5.0
BraTS20_Training_065,0.74818,0.52154,0.38084,0.92544,0.96181,0.95678,0.99983,0.99516,0.99867,2.23607,45.35251,47.21384
BraTS20_Training_066,0.61386,0.749,0.70523,0.58892,0.9242,0.76599,0.99968,0.99637,0.9993,22.56103,44.95553,55.61475
BraTS20_Training_067,0.81881,0.91698,0.89861,0.87333,0.92883,0.93203,0.9991,0.99856,0.99929,2.82843,3.0,3.16228
BraTS20_Training_068,0.67046,0.82343,0.78987,0.75589,0.95336,0.86753,0.99921,0.99742,0.99874,3.0,30.89417,25.07987
BraTS20_Training_069,0.50963,0.74115,0.75416,0.44348,0.73005,0.69432,0.99948,0.99562,0.99942,8.60232,7.81025,33.16625
BraTS20_Training_070,0.40669,0.67538,0.6151,0.34262,0.8314,0.59928,0.99951,0.99589,0.99861,20.88061,72.18726,68.96992
BraTS20_Training_071,0.78591,0.86098,0.30669,0.75776,0.9831,0.94647,0.99975,0.99472,0.99098,14.58938,25.7682,23.70654
BraTS20_Training_072,0.75618,0.6937,0.81635,0.7157,0.77095,0.74605,0.99925,0.99544,0.99955,4.58258,12.4499,8.30662
BraTS20_Training_073,0.57598,0.8589,0.7864,0.5481,0.90114,0.69319,0.99962,0.99901,0.99987,3.0,4.24264,10.16756
BraTS20_Training_074,0.36936,0.7002,0.49671,0.38171,0.68113,0.46184,0.99827,0.99771,0.99828,53.74477,47.77028,57.34108
BraTS20_Training_075,0.54676,0.92775,0.8986,0.45206,0.92603,0.84975,0.9992,0.99851,0.99945,5.09902,7.28011,4.47214
BraTS20_Training_076,0.60217,0.80431,0.72722,0.7799,0.90916,0.80154,0.99904,0.99833,0.99914,4.0,21.11871,6.0
BraTS20_Training_077,0.73512,0.80748,0.60503,0.9319,0.94797,0.99402,0.99946,0.99774,0.99831,3.60555,48.18714,65.52099
BraTS20_Training_078,0.57831,0.73555,0.66334,0.93404,0.73264,0.93713,0.99937,0.99885,0.99929,14.11732,8.60232,71.02674
BraTS20_Training_079,0.09224,0.31145,0.08782,0.05782,0.22732,0.05015,0.99997,0.99981,0.99996,69.90475,75.61745,75.8828
BraTS20_Training_080,0.67894,0.82075,0.61393,0.94557,0.92921,0.93513,0.99937,0.99836,0.99868,13.60147,5.0,18.51754
BraTS20_Training_081,0.39757,0.81941,0.7958,0.28225,0.91513,0.7207,0.99987,0.99887,0.99982,78.46076,82.64502,88.37845
BraTS20_Training_082,0.52421,0.35227,0.45358,0.83997,0.88506,0.9382,0.99931,0.99644,0.99845,33.8408,35.18522,38.90244
BraTS20_Training_083,0.74747,0.81202,0.53027,0.78945,0.98146,0.90349,0.99974,0.99637,0.99822,3.0,6.0,22.56103
BraTS20_Training_084,0.68447,0.87881,0.83218,0.9647,0.93635,0.97279,0.99832,0.99875,0.99887,4.24264,5.74456,5.47723
BraTS20_Training_085,0.49587,0.81235,0.70858,0.84584,0.77251,0.86548,0.99935,0.99947,0.99949,9.8995,4.24264,7.28011
BraTS20_Training_086,0.0,0.26317,0.0,0.0,0.15589,0.0,1.0,0.99993,1.0,98.12726,15.31502,95.26384
BraTS20_Training_087,0.19311,0.60085,0.5176,0.73153,0.43923,0.38837,0.99973,0.99993,0.9999,10.29563,8.3666,6.16441
BraTS20_Training_088,0.72666,0.7278,0.7913,0.63593,0.59731,0.69243,0.99988,0.99985,0.99992,2.82843,6.08276,3.60555
BraTS20_Training_089,0.89578,0.84602,0.45715,0.97029,0.87415,0.97844,0.99959,0.99715,0.99517,3.4641,6.7082,27.23968
BraTS20_Training_090,0.73884,0.81998,0.88942,0.81384,0.91032,0.96458,0.99952,0.99888,0.99952,2.44949,5.74456,3.31662
BraTS20_Training_091,0.87058,0.85402,0.64071,0.86818,0.8384,0.93797,0.99965,0.99787,0.99671,2.44949,9.69536,13.0
BraTS20_Training_092,0.76708,0.83158,0.84653,0.73544,0.78581,0.78924,0.99933,0.99931,0.99964,3.16228,3.74166,3.4641
BraTS20_Training_093,0.8524,0.88605,0.7638,0.94067,0.97754,0.97864,0.99927,0.99744,0.99793,3.0,4.47214,13.0384
BraTS20_Training_094,0.74365,0.61941,0.37336,0.74976,0.81162,0.78828,0.99997,0.99801,0.99967,2.0,59.87487,63.21471
BraTS20_Training_095,0.72392,0.92137,0.76899,0.75805,0.95084,0.75016,0.9993,0.99867,0.99925,4.12311,2.44949,4.89898
BraTS20_Training_096,0.75464,0.88916,0.87448,0.90783,0.95713,0.948,0.99882,0.99854,0.99925,3.0,4.0,4.58258
BraTS20_Training_097,0.71977,0.88533,0.86422,0.6669,0.86158,0.7836,0.99922,0.99924,0.99979,3.4641,4.12311,4.3589
BraTS20_Training_098,0.78459,0.94006,0.80017,0.92182,0.98443,0.97468,0.99894,0.9982,0.99807,3.0,2.82843,11.0
BraTS20_Training_099,0.63909,0.55098,0.51697,0.86107,0.54665,0.86107,0.99988,0.99963,0.9998,7.87401,37.99079,9.53151
BraTS20_Training_100,0.75109,0.91996,0.91554,0.78591,0.94864,0.89601,0.99896,0.99825,0.99946,3.16228,2.82843,3.16228
BraTS20_Training_101,0.7424,0.86731,0.77005,0.79069,0.90926,0.84849,0.99947,0.99848,0.99924,4.12311,4.12311,5.47723
BraTS20_Training_102,0.4261,0.7402,0.6579,0.29611,0.6592,0.50193,0.99992,0.99967,0.99996,9.05539,37.1645,6.16441
BraTS20_Training_103,0.74674,0.77722,0.79562,0.68595,0.7803,0.78752,0.99937,0.99851,0.99889,3.74166,47.16991,55.39856
BraTS20_Training_104,0.80948,0.92333,0.87856,0.92354,0.95375,0.97002,0.99855,0.99783,0.99842,2.44949,3.0,4.47214
BraTS20_Training_105,0.74371,0.82199,0.76645,0.93326,0.86764,0.96956,0.99962,0.99932,0.9995,3.60555,4.47214,6.7082
BraTS20_Training_106,0.72316,0.86644,0.8336,0.61516,0.85177,0.736,0.99959,0.9986,0.99981,3.16228,4.47214,4.58258
BraTS20_Training_107,0.85222,0.81213,0.82138,0.95556,0.83612,0.96902,0.99969,0.99914,0.99956,4.12311,10.04988,5.91608
BraTS20_Training_108,0.87434,0.79422,0.86678,0.93364,0.8961,0.93471,0.99981,0.99928,0.99979,4.47214,5.0,3.0
BraTS20_Training_109,0.81757,0.80633,0.76469,0.92605,0.8335,0.95524,0.99917,0.99733,0.99828,4.58258,17.0,33.37589
BraTS20_Training_110,0.19883,0.15736,0.19309,0.11595,0.0981,0.11321,0.99998,0.99974,0.99998,73.81734,24.06553,75.77499
BraTS20_Training_111,0.74801,0.83295,0.8114,0.9222,0.94354,0.95484,0.99893,0.99843,0.99884,3.60555,5.47723,7.34847
BraTS20_Training_112,0.86937,0.92531,0.90322,0.92236,0.95084,0.97118,0.99892,0.99797,0.99861,2.44949,2.44949,13.48888
BraTS20_Training_113,0.60992,0.92396,0.26294,0.92543,0.98545,0.98166,0.99947,0.99789,0.99594,11.90779,9.82595,15.16575
BraTS20_Training_114,0.7517,0.85471,0.83618,0.77,0.92326,0.95494,0.99924,0.99722,0.99807,2.82843,15.13275,17.10116
BraTS20_Training_115,0.8433,0.89975,0.88128,0.98326,0.94875,0.99265,0.99945,0.99836,0.99942,2.44949,14.14214,18.78829
BraTS20_Training_116,0.77656,0.8872,0.87659,0.82704,0.95374,0.94225,0.9993,0.99806,0.99913,2.23607,3.31662,7.14143
BraTS20_Training_117,0.79956,0.89553,0.81571,0.96914,0.93903,0.98024,0.9995,0.9986,0.9994,3.74166,3.31662,18.49324
BraTS20_Training_118,0.8043,0.89429,0.87037,0.91695,0.90247,0.93704,0.99967,0.99932,0.99975,2.82843,3.0,2.82843
BraTS20_Training_119,0.67707,0.68222,0.73988,0.78706,0.82821,0.93338,0.99973,0.99783,0.99949,75.76705,45.81484,79.89743
BraTS20_Training_120,0.68993,0.89544,0.90795,0.653,0.97429,0.92957,0.99947,0.99717,0.9993,3.16228,47.4663,4.12311
BraTS20_Training_121,0.78466,0.9231,0.8198,0.90075,0.9759,0.98153,0.99924,0.99771,0.99848,2.23607,3.0,18.84675
BraTS20_Training_122,0.50519,0.80762,0.60755,0.3841,0.84263,0.60856,0.99995,0.99955,0.99975,6.16441,59.50462,46.50806
BraTS20_Training_123,0.74113,0.88578,0.69863,0.73183,0.93489,0.77884,0.9993,0.99724,0.99811,4.12311,4.24264,12.80625
BraTS20_Training_124,0.78623,0.92335,0.83053,0.84574,0.96503,0.96313,0.99853,0.99749,0.99676,2.44949,5.09902,11.22497
BraTS20_Training_125,0.85421,0.92915,0.86058,0.88378,0.9463,0.8937,0.99934,0.99844,0.99926,3.74166,3.0,3.60555
BraTS20_Training_126,0.68637,0.78758,0.71838,0.95028,0.90276,0.96905,0.99852,0.99833,0.99839,7.81025,7.68115,9.48683
BraTS20_Training_127,0.86421,0.87614,0.80689,0.93714,0.90821,0.93915,0.99984,0.99919,0.99972,4.8357,7.07107,58.5235
BraTS20_Training_128,0.18595,0.67384,0.19567,0.1058,0.57471,0.11359,1.0,0.99949,0.99999,14.86607,5.09902,19.11805
BraTS20_Training_129,0.59382,0.82187,0.48618,0.72228,0.84643,0.75697,0.99943,0.99857,0.9987,4.24264,4.12311,8.91052
BraTS20_Training_130,0.7415,0.81839,0.8865,0.74378,0.97832,0.93929,0.99907,0.99477,0.99881,2.82843,6.78233,10.81665
BraTS20_Training_131,0.78993,0.83514,0.62768,0.84755,0.96746,0.82863,0.99972,0.99751,0.99915,5.09902,54.81241,11.78983
BraTS20_Training_132,0.76584,0.88076,0.57304,0.95793,0.88453,0.94728,0.9987,0.99754,0.99608,7.54983,8.77496,26.92582
BraTS20_Training_133,0.74217,0.90202,0.84261,0.64296,0.97357,0.83684,0.99982,0.99746,0.99873,3.60555,4.89898,6.7082
BraTS20_Training_134,0.44746,0.71761,0.67078,0.33411,0.59245,0.54813,0.99967,0.99946,0.99956,13.41641,15.72575,9.27362
BraTS20_Training_135,0.84672,0.91476,0.85414,0.85288,0.9034,0.9028,0.99921,0.99821,0.99743,4.12311,3.74166,7.87401
BraTS20_Training_136,0.72731,0.7734,0.75798,0.82258,0.7768,0.81814,0.99893,0.9984,0.999,5.83095,15.65248,11.7388
BraTS20_Training_137,0.70026,0.9087,0.73114,0.96096,0.93608,0.97586,0.99678,0.99734,0.99549,11.0,3.74166,22.11334
BraTS20_Training_138,0.86251,0.90094,0.70156,0.88151,0.94104,0.78106,0.99922,0.99643,0.99614,2.82843,5.74456,23.04344
BraTS20_Training_139,0.69094,0.68328,0.6819,0.6201,0.61434,0.63914,0.99991,0.99958,0.99987,3.74166,38.30927,46.66262
BraTS20_Training_140,0.71232,0.89389,0.80471,0.93314,0.98047,0.9906,0.99797,0.99667,0.99753,4.0,5.0,18.68154
BraTS20_Training_141,0.0,0.8009,0.0,0.0,0.83541,0.0,0.99992,0.99939,0.9998,35.24273,39.15354,40.71609
BraTS20_Training_142,0.68184,0.76535,0.6983,0.98632,0.86954,0.98677,0.99952,0.99941,0.99953,24.22808,23.15167,25.08784
BraTS20_Training_143,0.69046,0.88766,0.91839,0.58335,0.94055,0.89754,0.99913,0.99699,0.9992,3.74166,6.16441,3.31662
BraTS20_Training_144,0.89453,0.90667,0.79102,0.9204,0.96078,0.92201,0.99905,0.99639,0.99664,3.0,4.3589,13.96424
BraTS20_Training_145,0.70644,0.86088,0.79209,0.69609,0.92788,0.86704,0.99937,0.99787,0.99884,3.60555,6.40312,8.48528
BraTS20_Training_146,0.58288,0.85916,0.71528,0.44184,0.85259,0.58426,0.99981,0.99849,0.99981,9.43398,31.92178,46.04183
BraTS20_Training_147,0.15323,0.88533,0.63449,0.08548,0.83819,0.62482,0.99993,0.99912,0.99745,44.95553,11.57584,11.67902
BraTS20_Training_148,0.45396,0.73925,0.50637,0.37162,0.60207,0.37836,0.99941,0.99954,0.99953,34.53983,9.05539,35.89707
BraTS20_Training_149,0.79913,0.8991,0.76476,0.89115,0.90425,0.86815,0.99743,0.99682,0.99471,5.09902,4.47214,13.60147
BraTS20_Training_150,0.79274,0.87633,0.70941,0.8867,0.8908,0.88869,0.99816,0.99758,0.99638,17.83256,5.09902,18.60108
BraTS20_Training_151,0.72001,0.83902,0.84051,0.70558,0.77834,0.78587,0.99891,0.99869,0.9994,4.58258,5.74456,7.0
BraTS20_Training_152,0.82263,0.92533,0.73452,0.92428,0.94043,0.98815,0.99887,0.99802,0.99629,3.16228,4.0,30.8172
BraTS20_Training_153,0.87367,0.86185,0.68301,0.96732,0.9879,0.96954,0.99965,0.9956,0.99868,21.1423,15.93738,53.64699
BraTS20_Training_154,0.58344,0.79678,0.8286,0.44606,0.68364,0.71722,0.9997,0.99966,0.9999,11.04536,6.16441,4.47214
BraTS20_Training_155,0.79433,0.90671,0.8777,0.73707,0.96418,0.86289,0.99961,0.99732,0.99952,2.82843,3.0,4.38155
BraTS20_Training_156,0.78224,0.89172,0.76805,0.71335,0.93019,0.88713,0.99966,0.99785,0.99773,3.16228,4.69042,20.41078
BraTS20_Training_157,0.54037,0.60023,0.6333,0.38216,0.43475,0.468,0.99985,0.99986,0.99994,6.55744,8.06226,7.07107
BraTS20_Training_158,0.54157,0.71056,0.41894,0.40373,0.58287,0.49511,0.99998,0.99975,0.9998,3.16228,5.38516,13.19091
BraTS20_Training_159,0.27244,0.67047,0.4756,0.22306,0.52181,0.31432,0.9998,0.9999,0.99999,6.7082,19.26136,6.7082
BraTS20_Training_160,0.3232,0.89742,0.7826,0.20186,0.88144,0.67231,0.99982,0.9988,0.99958,13.36599,15.81139,7.24561
BraTS20_Training_161,0.62467,0.86471,0.76189,0.63109,0.85405,0.72885,0.99947,0.99926,0.99959,3.74166,5.0,5.19615
BraTS20_Training_162,0.68823,0.9025,0.65952,0.56373,0.87628,0.53648,0.99971,0.9992,0.99958,6.7082,3.60555,10.86278
BraTS20_Training_163,0.52914,0.957,0.84711,0.37381,0.94819,0.74772,0.9998,0.99941,0.99986,4.58258,2.0,4.12311
BraTS20_Training_164,0.79296,0.728,0.87497,0.70744,0.5824,0.80443,0.99962,0.99975,0.99978,3.60555,10.04988,3.74166
BraTS20_Training_165,0.78001,0.88924,0.80816,0.67733,0.97563,0.75461,0.99976,0.99642,0.99949,3.60555,8.544,6.40312
BraTS20_Training_166,0.81494,0.93118,0.81905,0.71853,0.94105,0.88979,0.99975,0.99795,0.99801,3.16228,3.0,13.92839
BraTS20_Training_167,0.67942,0.86333,0.68738,0.59609,0.82259,0.55976,0.99969,0.99924,0.9998,13.49074,4.12311,13.74773
BraTS20_Training_168,0.74847,0.86465,0.85917,0.68375,0.83913,0.80688,0.99879,0.9981,0.99918,4.24264,7.0,5.0
BraTS20_Training_169,0.86278,0.83482,0.91983,0.86212,0.92417,0.91368,0.9996,0.99818,0.9997,2.0,22.81226,2.23607
BraTS20_Training_170,0.74677,0.93118,0.83871,0.83447,0.95356,0.90013,0.99941,0.99893,0.9993,2.44949,2.82843,4.47214
BraTS20_Training_171,0.54761,0.85798,0.72688,0.56356,0.78164,0.77557,0.99906,0.99933,0.99716,7.5927,7.07107,9.43398
BraTS20_Training_172,0.58007,0.77387,0.72229,0.44018,0.65898,0.5705,0.99992,0.99981,0.99999,4.89898,6.40312,4.89898
BraTS20_Training_173,0.67851,0.85974,0.71744,0.60488,0.78882,0.56949,0.99972,0.9993,0.99992,10.86278,6.08276,10.04988
BraTS20_Training_174,0.73265,0.86306,0.79031,0.61143,0.99146,0.71101,0.99984,0.99669,0.99972,5.0,5.19615,6.98205
BraTS20_Training_175,0.82133,0.87373,0.86059,0.81863,0.84077,0.85728,0.99844,0.99821,0.99855,5.38516,5.83095,7.07107
BraTS20_Training_176,0.51868,0.89227,0.86531,0.95353,0.91099,0.84478,0.99926,0.99843,0.99943,5.09902,33.34666,5.09902
BraTS20_Training_177,0.30995,0.69415,0.29115,0.19383,0.58431,0.17889,0.99999,0.99986,0.99999,5.26231,20.76019,5.38516
BraTS20_Training_178,0.72534,0.92597,0.85738,0.59291,0.93798,0.75981,0.99978,0.99908,0.99992,3.74166,3.0,5.74456
BraTS20_Training_179,0.76103,0.83521,0.85325,0.71199,0.95382,0.89148,0.99937,0.99751,0.99918,5.0,7.81025,4.3589
BraTS20_Training_180,0.81466,0.75627,0.84124,0.72999,0.86173,0.8131,0.99955,0.99226,0.99892,3.60555,47.43416,57.79187
BraTS20_Training_181,0.81815,0.79694,0.80312,0.72549,0.72026,0.7369,0.9999,0.99934,0.99979,3.74166,6.0,19.23538
BraTS20_Training_182,0.81092,0.75663,0.78153,0.88417,0.81732,0.918,0.9997,0.99837,0.99945,2.82843,53.86093,7.54983
BraTS20_Training_183,0.85379,0.94413,0.83368,0.80052,0.94157,0.89526,0.99958,0.99887,0.99838,3.0,2.23607,21.58703
BraTS20_Training_184,0.77201,0.85256,0.76476,0.79586,0.85052,0.84862,0.9992,0.99798,0.99823,3.0,4.69042,12.20656
BraTS20_Training_185,0.76792,0.8684,0.88259,0.89816,0.833,0.92201,0.99845,0.99914,0.99906,2.44949,4.24264,2.82843
BraTS20_Training_186,0.68182,0.85809,0.75099,0.52905,0.93476,0.61253,0.99987,0.9964,0.99988,5.0,4.58258,7.81025
BraTS20_Training_187,0.47408,0.85417,0.57341,0.33725,0.91947,0.40899,0.99962,0.99758,0.99989,7.07107,9.84886,11.18034
BraTS20_Training_188,0.51262,0.54833,0.64664,0.38534,0.4168,0.51538,0.99991,0.99921,0.99992,5.09902,12.20656,5.0
BraTS20_Training_189,0.83102,0.89298,0.65494,0.7741,0.95108,0.86882,0.99978,0.99803,0.99749,2.44949,6.7082,26.62705
BraTS20_Training_190,0.8318,0.77914,0.81579,0.85198,0.69281,0.84755,0.99978,0.99956,0.99974,3.0,5.0,4.24264
BraTS20_Training_191,0.84424,0.89295,0.89854,0.89494,0.91486,0.88925,0.99776,0.99769,0.99894,6.0,4.0,4.12311
BraTS20_Training_192,0.5449,0.92844,0.8457,0.38757,0.97839,0.8436,0.99992,0.99839,0.99936,4.58258,3.16228,9.05539
BraTS20_Training_193,0.78017,0.85498,0.88769,0.86669,0.96748,0.9472,0.99881,0.99562,0.99887,21.97837,44.90323,26.1725
BraTS20_Training_194,0.64365,0.90491,0.8719,0.48272,0.94761,0.78034,0.99992,0.99834,0.99992,9.21954,3.74166,5.0
BraTS20_Training_195,0.44509,0.6737,0.56465,0.29447,0.52203,0.39743,0.99993,0.99984,0.99996,9.69536,7.54983,9.38083
BraTS20_Training_196,0.65796,0.91226,0.75986,0.50651,0.87659,0.64374,0.99986,0.99913,0.99974,5.09902,4.24264,7.2111
BraTS20_Training_197,0.79305,0.91606,0.8915,0.69357,0.98108,0.88386,0.99966,0.99759,0.99919,3.60555,4.24264,3.60555
BraTS20_Training_198,0.68245,0.91295,0.83595,0.58978,0.94649,0.76569,0.99953,0.99846,0.99959,5.83095,3.60555,5.38516
BraTS20_Training_199,0.81502,0.91206,0.81063,0.71946,0.98921,0.7729,0.99983,0.99834,0.99944,3.60555,3.60555,6.78233
BraTS20_Training_200,0.81898,0.84086,0.43038,0.84424,0.96241,0.8943,0.99989,0.99835,0.99882,2.23607,27.45906,41.22742
BraTS20_Training_201,0.70436,0.9265,0.72603,0.57234,0.93118,0.77606,0.99978,0.99842,0.99828,5.19615,4.12311,22.75961
BraTS20_Training_202,0.84667,0.89149,0.89115,0.77786,0.87691,0.89085,0.99981,0.999,0.99944,2.0,5.19615,3.74166
BraTS20_Training_203,0.76899,0.81995,0.85554,0.73888,0.76456,0.8224,0.99981,0.99898,0.99985,4.0,8.12404,7.09569
BraTS20_Training_204,0.61842,0.57717,0.65616,0.47415,0.42317,0.49571,0.99994,0.99991,0.99998,5.0,8.77496,5.09902
BraTS20_Training_205,0.87963,0.80032,0.75246,0.92025,0.85596,0.93413,0.99991,0.99901,0.99971,1.73205,42.92668,12.72792
BraTS20_Training_206,0.77078,0.73846,0.49167,0.90797,0.77038,0.91524,0.99974,0.99917,0.9989,59.41507,20.17902,41.90405
BraTS20_Training_207,0.5155,0.79833,0.56156,0.39383,0.73445,0.44088,0.99962,0.9993,0.9996,11.0,8.94427,11.0
BraTS20_Training_208,0.75787,0.8628,0.84246,0.7785,0.83682,0.79678,0.99887,0.99805,0.99928,4.58258,4.58258,6.63325
BraTS20_Training_209,0.62156,0.83104,0.88366,0.50452,0.78352,0.84126,0.99974,0.99926,0.99969,5.38516,4.69042,3.16228
BraTS20_Training_210,0.69108,0.90671,0.75502,0.56872,0.96354,0.72859,0.99959,0.99675,0.99856,5.19615,4.24264,9.53939
BraTS20_Training_211,0.75929,0.83206,0.86174,0.78486,0.79411,0.90409,0.9994,0.99896,0.99933,2.44949,4.24264,12.08305
BraTS20_Training_212,0.47076,0.84397,0.79832,0.54788,0.81684,0.72671,0.99756,0.99749,0.99894,12.72792,39.63584,7.28011
BraTS20_Training_213,0.7709,0.81308,0.78233,0.96176,0.75553,0.93971,0.9991,0.99934,0.999,4.24264,10.81665,7.61577
BraTS20_Training_214,0.87093,0.90961,0.66646,0.88702,0.98506,0.95608,0.99951,0.99774,0.99653,3.0,3.31662,24.37212
BraTS20_Training_215,0.82088,0.79073,0.87127,0.77694,0.97771,0.86301,0.99966,0.99627,0.99952,2.44949,7.54983,7.07107
BraTS20_Training_216,0.56067,0.87668,0.86391,0.5236,0.91308,0.87264,0.99934,0.99884,0.99935,4.0,5.38516,3.60555
BraTS20_Training_217,0.77422,0.63118,0.57723,0.75309,0.7555,0.77894,0.99981,0.99842,0.99877,2.23607,71.7635,76.58166
BraTS20_Training_218,0.81487,0.90749,0.92877,0.89482,0.94669,0.94585,0.99792,0.99824,0.99915,4.0,26.28688,2.44949
BraTS20_Training_219,0.77552,0.83537,0.86511,0.82835,0.86023,0.92809,0.99951,0.99826,0.99948,2.44949,9.42601,3.74166
BraTS20_Training_220,0.64365,0.67814,0.72377,0.62483,0.52504,0.66312,0.99934,0.99969,0.99948,7.07107,11.53256,6.40312
BraTS20_Training_221,0.85098,0.89777,0.77162,0.78355,0.96248,0.85689,0.99955,0.99665,0.99645,2.44949,22.51666,30.55732
BraTS20_Training_222,0.78796,0.83754,0.79078,0.68138,0.89387,0.71164,0.99995,0.99918,0.99989,3.60555,37.22096,4.0
BraTS20_Training_223,0.89629,0.93275,0.79724,0.96893,0.98226,0.98742,0.99934,0.99774,0.99818,3.0,2.82843,13.09388
BraTS20_Training_224,0.72658,0.91647,0.88984,0.58527,0.96687,0.81716,0.99983,0.99759,0.99979,4.24264,3.31662,3.60555
