Label,Dice_ET,Dice_WT,Dice_TC,Sensitivity_ET,Sensitivity_WT,Sensitivity_TC,Specificity_ET,Specificity_WT,Specificity_TC,Hausdorff95_ET,Hausdorff95_WT,Hausdorff95_TC
BraTS20_Training_072,0.88227,0.78244,0.88103,0.89316,0.89797,0.92825,0.99944,0.99599,0.99902,2.23607,6.7082,10.48809
BraTS20_Training_073,0.8444,0.90563,0.94409,0.85962,0.91467,0.93455,0.99981,0.99947,0.99991,1.0,3.0,1.41421
BraTS20_Training_074,0.66501,0.85637,0.81576,0.54112,0.79696,0.71691,0.99978,0.99944,0.99982,3.31662,5.38516,5.91608
BraTS20_Training_075,0.80395,0.95135,0.94565,0.7967,0.93332,0.94279,0.99926,0.99939,0.99933,1.41421,3.0,3.0
BraTS20_Training_076,0.76608,0.88117,0.8652,0.87862,0.94733,0.82004,0.99951,0.99904,0.99984,2.0,3.60555,3.0
BraTS20_Training_077,0.85898,0.87029,0.86907,0.95816,0.95118,0.97281,0.99976,0.99867,0.99965,1.73205,4.24264,17.01175
BraTS20_Training_078,0.78393,0.836,0.76938,0.97524,0.85088,0.94355,0.99975,0.99918,0.99959,2.44949,3.60555,18.26472
BraTS20_Training_079,0.64455,0.71793,0.82541,0.93197,0.56266,0.75977,0.99984,1.0,0.99997,3.60555,4.47214,2.0
BraTS20_Training_080,0.84664,0.85775,0.68251,0.90386,0.96063,0.9018,0.99983,0.99863,0.99912,2.23607,4.3589,22.0159
BraTS20_Training_081,0.81964,0.93004,0.92745,0.78734,0.94878,0.93631,0.99987,0.99968,0.99984,1.41421,2.23607,2.0
BraTS20_Training_082,0.85238,0.6594,0.79182,0.86653,0.83566,0.92534,0.99992,0.99921,0.99971,1.0,24.91987,33.59165
BraTS20_Training_083,0.88842,0.876,0.7187,0.90428,0.98192,0.94279,0.99989,0.99784,0.99919,1.0,3.31662,18.46618
BraTS20_Training_084,0.80214,0.9255,0.90747,0.98458,0.94978,0.96949,0.99908,0.99934,0.99948,2.44949,3.16228,3.9225
BraTS20_Training_085,0.69401,0.88213,0.81079,0.9534,0.88162,0.88135,0.99967,0.99952,0.99974,3.31662,3.0,7.28011
BraTS20_Training_086,0.43956,0.61878,0.17423,0.56604,0.46612,0.12656,0.99999,0.99991,0.99998,82.57982,9.79796,81.85959
BraTS20_Training_087,0.35419,0.72919,0.82494,0.65517,0.57983,0.89596,0.99991,0.99997,0.99977,10.77033,7.0,2.82843
BraTS20_Training_088,0.8453,0.8088,0.90014,0.77253,0.73012,0.86747,0.99994,0.99974,0.99992,1.41421,5.0,2.0
BraTS20_Training_089,0.96904,0.8965,0.53698,0.95603,0.90215,0.97004,0.99996,0.99836,0.99655,1.0,3.16228,29.22328
BraTS20_Training_090,0.90248,0.87329,0.94807,0.97747,0.95695,0.98997,0.99977,0.99915,0.99977,1.0,7.07107,2.23607
BraTS20_Training_091,0.94273,0.90799,0.82219,0.91819,0.88019,0.93801,0.99992,0.999,0.99886,1.0,4.69042,11.88275
BraTS20_Training_092,0.9329,0.90704,0.94158,0.94913,0.91406,0.96443,0.99968,0.99933,0.99959,1.0,2.82843,1.73205
BraTS20_Training_093,0.93595,0.92046,0.91625,0.94449,0.98602,0.94984,0.9998,0.99825,0.99956,1.41421,2.82843,9.0
BraTS20_Training_094,0.88063,0.90413,0.83339,0.97295,0.89972,0.98996,0.99997,0.99978,0.99995,1.0,11.70896,34.08372
BraTS20_Training_095,0.8843,0.94654,0.86022,0.9724,0.9805,0.94604,0.99953,0.99893,0.99905,1.41421,1.73205,4.58258
BraTS20_Training_096,0.88153,0.93756,0.9295,0.97266,0.97551,0.98018,0.99944,0.99922,0.99956,1.41421,2.0,2.23607
BraTS20_Training_097,0.90234,0.93501,0.95378,0.88208,0.94842,0.93817,0.9997,0.99928,0.9998,1.0,2.23607,2.0
BraTS20_Training_098,0.90983,0.95427,0.84276,0.97878,0.99443,0.95766,0.99957,0.99853,0.99868,1.0,2.0,15.0333
BraTS20_Training_099,0.73996,0.74586,0.39774,0.96769,0.85412,0.96769,0.99991,0.99963,0.9996,13.12238,3.61916,19.51922
BraTS20_Training_100,0.8869,0.93619,0.9481,0.88316,0.97653,0.94723,0.99963,0.99831,0.99956,1.41421,2.23607,2.23607
BraTS20_Training_101,0.8785,0.88494,0.85745,0.90048,0.92889,0.92089,0.99977,0.99862,0.99952,1.41421,3.31662,4.88855
BraTS20_Training_102,0.83724,0.87471,0.90857,0.81797,0.88282,0.92585,0.99989,0.99963,0.99981,2.0,3.4641,2.82843
BraTS20_Training_103,0.91458,0.9144,0.94792,0.91336,0.90446,0.96254,0.99965,0.99952,0.99961,1.41421,5.47723,2.0
BraTS20_Training_104,0.94156,0.9483,0.9453,0.96556,0.98202,0.98323,0.99966,0.99827,0.99936,1.0,1.73205,9.69536
BraTS20_Training_105,0.90562,0.86311,0.83138,0.99418,0.91829,0.98118,0.99987,0.99941,0.99966,1.41421,3.0,6.63325
BraTS20_Training_106,0.92043,0.92396,0.93752,0.8929,0.91993,0.94282,0.99978,0.99912,0.99955,1.0,3.0,2.23607
BraTS20_Training_107,0.92989,0.89483,0.78535,0.97998,0.93367,0.98599,0.99986,0.99941,0.9994,1.41421,3.0,9.21954
BraTS20_Training_108,0.96718,0.89762,0.93118,0.9867,0.93226,0.9894,0.99995,0.99971,0.99987,1.73205,2.23607,3.31662
BraTS20_Training_109,0.93138,0.9028,0.88106,0.94591,0.88938,0.96025,0.99979,0.99908,0.99931,1.41421,5.47723,27.30018
BraTS20_Training_110,0.41856,0.39476,0.4111,0.26467,0.25003,0.25891,1.0,0.99997,1.0,4.24264,16.03122,4.3589
BraTS20_Training_111,0.90004,0.89212,0.92126,0.9165,0.96068,0.94705,0.99976,0.99906,0.99968,1.0,5.09902,4.24264
BraTS20_Training_112,0.95763,0.94792,0.9475,0.95111,0.97605,0.97689,0.99981,0.99838,0.99934,1.0,1.73205,11.7047
BraTS20_Training_113,0.80225,0.93846,0.61529,0.88756,0.99776,0.84599,0.99985,0.99816,0.99933,9.8995,9.05539,17.69322
BraTS20_Training_114,0.92522,0.93303,0.95679,0.94313,0.93413,0.97866,0.99974,0.9992,0.99961,1.0,5.47723,2.82843
BraTS20_Training_115,0.95268,0.93783,0.96974,0.97317,0.97257,0.98018,0.99989,0.99896,0.99991,1.0,2.0,1.41421
BraTS20_Training_116,0.91819,0.93568,0.96648,0.95484,0.97966,0.96807,0.99971,0.99887,0.99985,1.0,2.0,1.41421
BraTS20_Training_117,0.91234,0.93355,0.88084,0.98258,0.9737,0.98567,0.99981,0.99901,0.99964,1.73205,2.23607,13.49074
BraTS20_Training_118,0.92919,0.93124,0.9533,0.9672,0.9686,0.96989,0.9999,0.99934,0.99992,1.0,3.0,1.41421
BraTS20_Training_119,0.88382,0.79654,0.70922,0.93171,0.79404,0.97637,0.99991,0.99928,0.99932,1.0,4.12311,54.87759
BraTS20_Training_120,0.89695,0.92806,0.92888,0.90482,0.99302,0.98482,0.99975,0.99794,0.9992,1.0,43.56375,53.32823
BraTS20_Training_121,0.9249,0.95665,0.9373,0.99645,0.98791,0.99865,0.9997,0.99872,0.99951,1.0,1.41421,22.93469
BraTS20_Training_122,0.9123,0.91528,0.75331,0.94351,0.92367,0.9577,0.99995,0.99982,0.99963,1.0,2.0,12.72792
BraTS20_Training_123,0.88267,0.93141,0.87714,0.94059,0.98804,0.97461,0.99945,0.99791,0.99896,1.41421,4.12311,11.31371
BraTS20_Training_124,0.91124,0.95852,0.93081,0.90351,0.97676,0.95275,0.99962,0.99877,0.99914,1.0,2.23607,5.47723
BraTS20_Training_125,0.94144,0.95289,0.92528,0.96501,0.97869,0.98561,0.9997,0.9987,0.99942,1.41421,2.0,2.82843
BraTS20_Training_126,0.89319,0.88191,0.91172,0.93295,0.95732,0.94328,0.99972,0.99909,0.99972,2.23607,3.60555,3.31662
BraTS20_Training_127,0.94674,0.91384,0.93118,0.9884,0.96392,0.99041,0.99993,0.99929,0.9999,1.0,2.82843,1.60492
BraTS20_Training_128,0.35618,0.83925,0.3381,0.21787,0.74361,0.20417,1.0,0.99989,1.0,9.53939,4.3589,9.71838
BraTS20_Training_129,0.80743,0.87303,0.64532,0.88939,0.9747,0.91368,0.99975,0.99827,0.99912,2.23607,3.0,6.32456
BraTS20_Training_130,0.82867,0.8432,0.92878,0.7819,0.97684,0.92532,0.99963,0.99569,0.99956,1.73205,5.38516,2.82843
BraTS20_Training_131,0.88376,0.89427,0.73482,0.89403,0.97736,0.86831,0.99988,0.99852,0.99948,2.0,3.16228,10.63015
BraTS20_Training_132,0.89365,0.90119,0.71044,0.96249,0.90504,0.9147,0.99954,0.99794,0.9981,3.0,8.06226,27.93385
BraTS20_Training_133,0.8425,0.9427,0.90096,0.76639,0.94791,0.96717,0.99989,0.99914,0.99847,2.0,2.44949,6.08276
BraTS20_Training_134,0.71148,0.86622,0.87019,0.63096,0.81468,0.84067,0.99971,0.9994,0.99953,7.54983,11.57584,9.16515
BraTS20_Training_135,0.88244,0.91596,0.8302,0.92561,0.92081,0.9767,0.99916,0.99776,0.99542,2.23607,4.12311,14.07125
BraTS20_Training_136,0.83427,0.84603,0.87756,0.8676,0.91047,0.9228,0.99948,0.99833,0.99947,2.44949,4.12311,3.74166
BraTS20_Training_137,0.89943,0.93134,0.88625,0.92028,0.95118,0.97315,0.99948,0.99804,0.99855,1.41421,2.82843,13.41641
BraTS20_Training_138,0.9177,0.92468,0.86169,0.89071,0.96026,0.90899,0.99976,0.99718,0.99826,1.41421,3.60555,14.27931
BraTS20_Training_139,0.89198,0.82095,0.90722,0.87441,0.79582,0.89365,0.99996,0.99967,0.99996,1.41421,4.12311,1.41421
BraTS20_Training_140,0.90012,0.93647,0.94458,0.9304,0.9769,0.9752,0.9996,0.99829,0.99953,1.0,2.44949,2.0
BraTS20_Training_141,0.28371,0.83337,0.03785,0.1709,0.77863,0.0193,1.0,0.99978,1.0,6.7082,7.34847,10.48809
BraTS20_Training_142,0.92126,0.86636,0.94517,0.95789,0.88203,0.96933,0.99994,0.99978,0.99995,1.41421,7.0,1.0
BraTS20_Training_143,0.79662,0.95024,0.95083,0.69096,0.9518,0.95428,0.99964,0.99913,0.99925,2.0,2.23607,2.82843
BraTS20_Training_144,0.9457,0.92543,0.86316,0.96006,0.97577,0.96065,0.99952,0.99697,0.99782,1.41421,3.0,16.03122
BraTS20_Training_145,0.78657,0.90912,0.85414,0.7152,0.9132,0.87725,0.99976,0.9991,0.99936,2.44949,3.4641,9.88177
BraTS20_Training_146,0.77796,0.92168,0.90368,0.66434,0.92286,0.88928,0.99989,0.99909,0.9997,2.44949,2.23607,2.82843
BraTS20_Training_147,0.28248,0.94174,0.80946,0.16532,0.94817,0.89885,0.99999,0.99896,0.99762,9.84886,3.0,10.0
BraTS20_Training_148,0.73056,0.86211,0.7461,0.67606,0.79134,0.68053,0.99961,0.99924,0.99941,4.0,6.40312,5.09902
BraTS20_Training_149,0.87153,0.92255,0.80684,0.87132,0.91102,0.93122,0.99903,0.9981,0.99504,1.73205,3.60555,14.45683
BraTS20_Training_150,0.90935,0.92626,0.83668,0.93862,0.94229,0.93768,0.99934,0.99843,0.99822,3.0,3.0,13.34166
BraTS20_Training_151,0.91079,0.939,0.91694,0.96895,0.92678,0.97916,0.99932,0.9992,0.99888,1.41421,2.23607,4.12311
BraTS20_Training_152,0.93857,0.96693,0.93195,0.96237,0.96457,0.97504,0.99969,0.99934,0.99938,1.0,1.41421,13.45362
BraTS20_Training_153,0.95875,0.94046,0.8881,0.99502,0.99183,0.99459,0.99989,0.9983,0.99963,1.0,2.0,29.42788
BraTS20_Training_154,0.83625,0.90239,0.93286,0.73383,0.85487,0.89328,0.99992,0.99958,0.99985,2.0,3.60555,2.82843
BraTS20_Training_155,0.93207,0.94294,0.93924,0.88827,0.97448,0.9327,0.99994,0.99848,0.99975,1.0,1.73205,5.09902
BraTS20_Training_156,0.92637,0.94179,0.82937,0.88302,0.9483,0.94244,0.99993,0.9991,0.99823,1.41421,2.82843,19.82423
BraTS20_Training_157,0.9022,0.88919,0.9118,0.86496,0.82189,0.88454,0.99975,0.99972,0.99969,2.44949,3.4641,3.0
BraTS20_Training_158,0.12261,0.71824,0.26863,0.06558,0.57024,0.30743,1.0,0.99992,0.99978,6.40312,9.0,8.12404
BraTS20_Training_159,0.37861,0.80016,0.40136,0.28404,0.67791,0.25106,0.99989,0.99996,1.0,5.83095,15.29706,6.49224
BraTS20_Training_160,0.60583,0.91453,0.89166,0.45285,0.87196,0.87056,0.99984,0.99949,0.99924,5.19615,10.81665,5.38516
BraTS20_Training_161,0.78585,0.94226,0.86005,0.72082,0.92742,0.79214,0.99985,0.99975,0.99989,4.0,2.0,5.65685
BraTS20_Training_162,0.91547,0.94525,0.9251,0.89802,0.93732,0.92914,0.99975,0.99944,0.99963,2.0,2.23607,3.16228
BraTS20_Training_163,0.72696,0.96818,0.89267,0.60036,0.94398,0.83197,0.99974,0.99989,0.99975,3.60555,1.41421,3.60555
BraTS20_Training_164,0.92305,0.82227,0.95397,0.94518,0.7096,0.9569,0.9995,0.99977,0.99969,1.41421,5.09902,1.73205
BraTS20_Training_165,0.89926,0.91777,0.90699,0.83394,0.97727,0.86144,0.99992,0.99751,0.99983,2.0,2.82843,3.0
BraTS20_Training_166,0.88902,0.94965,0.92247,0.81164,0.96204,0.87174,0.99992,0.99836,0.99987,2.23607,2.23607,3.0
BraTS20_Training_167,0.71524,0.90891,0.74884,0.63418,0.86988,0.64363,0.99973,0.9996,0.99978,15.26434,3.60555,12.50194
BraTS20_Training_168,0.86585,0.91106,0.928,0.81708,0.85929,0.87697,0.99941,0.9995,0.99985,2.44949,3.60555,2.82843
BraTS20_Training_169,0.90979,0.90547,0.94548,0.95316,0.95728,0.96885,0.99958,0.99901,0.99967,1.41421,5.65685,1.41421
BraTS20_Training_170,0.89766,0.96261,0.93247,0.98102,0.95241,0.95227,0.9997,0.9997,0.99975,1.0,1.41421,2.0
BraTS20_Training_171,0.76383,0.90744,0.86533,0.81592,0.85651,0.9593,0.99939,0.99948,0.99796,2.23607,6.16441,6.9282
BraTS20_Training_172,0.90277,0.89395,0.92007,0.91416,0.87615,0.93316,0.99989,0.99964,0.99987,1.41421,3.60555,2.82843
BraTS20_Training_173,0.87132,0.90946,0.83354,0.85906,0.8496,0.87222,0.99982,0.99971,0.99901,2.23607,3.16228,23.66854
BraTS20_Training_174,0.84026,0.92437,0.86229,0.7855,0.99521,0.81265,0.99976,0.99829,0.99977,4.12311,2.23607,5.74456
BraTS20_Training_175,0.88549,0.93486,0.90974,0.90049,0.91589,0.93072,0.99881,0.99907,0.99876,2.82843,3.0,4.0
BraTS20_Training_176,0.64771,0.95295,0.87214,0.99351,0.95433,0.97128,0.99954,0.99942,0.99865,3.60555,2.23607,5.09902
BraTS20_Training_177,0.1463,0.79094,0.12569,0.08775,0.70892,0.07333,0.99999,0.99988,0.99999,6.68197,4.12311,6.63325
BraTS20_Training_178,0.81734,0.95012,0.86464,0.70459,0.96607,0.76627,0.9999,0.99929,0.99996,3.31662,2.0,8.06226
BraTS20_Training_179,0.51696,0.92281,0.58634,0.35806,0.93798,0.42449,0.99989,0.99929,0.9999,7.34847,2.82843,8.60232
BraTS20_Training_180,0.86925,0.84389,0.91145,0.83618,0.91027,0.87931,0.99937,0.99542,0.99955,3.0,45.71652,3.4641
BraTS20_Training_181,0.94433,0.90895,0.88258,0.95691,0.90378,0.96627,0.99986,0.99936,0.99953,1.41421,2.23607,15.29706
BraTS20_Training_182,0.89468,0.88314,0.89171,0.90026,0.83449,0.92882,0.99988,0.99974,0.9998,1.41421,39.23582,54.67175
BraTS20_Training_183,0.93057,0.96294,0.93102,0.8972,0.96727,0.91902,0.99983,0.99911,0.99965,2.0,1.41421,4.12311
BraTS20_Training_184,0.91138,0.91036,0.89984,0.94354,0.95553,0.95998,0.99962,0.99799,0.99917,1.41421,3.31662,10.67708
BraTS20_Training_185,0.90539,0.92148,0.92513,0.97613,0.8855,0.96677,0.99937,0.99964,0.9993,1.0,3.31662,2.23607
BraTS20_Training_186,0.86852,0.89624,0.89637,0.7881,0.95691,0.83521,0.99985,0.99737,0.99981,3.0,3.74166,4.24264
BraTS20_Training_187,0.62498,0.91276,0.81411,0.48487,0.95805,0.69409,0.9997,0.99854,0.99993,4.58258,5.65685,7.23526
BraTS20_Training_188,0.63447,0.67413,0.73437,0.50628,0.55174,0.6154,0.99993,0.99935,0.99994,3.16228,9.69536,4.12311
BraTS20_Training_189,0.92264,0.94577,0.82216,0.87602,0.96141,0.90142,0.99994,0.99921,0.99907,2.0,2.23607,14.12441
BraTS20_Training_190,0.85545,0.87486,0.84809,0.92599,0.84256,0.9158,0.99974,0.99957,0.99972,3.0,4.24264,3.0
BraTS20_Training_191,0.93025,0.93829,0.94224,0.96736,0.95822,0.96298,0.99888,0.99855,0.99905,1.41421,3.0,2.23607
BraTS20_Training_192,0.83677,0.96651,0.94369,0.73343,0.98994,0.89754,0.99996,0.99927,0.99998,1.41421,1.41421,2.0
BraTS20_Training_193,0.90098,0.92582,0.9458,0.90533,0.95858,0.92023,0.99965,0.99834,0.99984,1.0,40.69644,1.73205
BraTS20_Training_194,0.90109,0.94013,0.96309,0.83584,0.95367,0.94657,0.99992,0.99915,0.99983,1.0,3.0,1.41421
BraTS20_Training_195,0.75157,0.87614,0.87621,0.61707,0.80611,0.80844,0.99994,0.99981,0.99987,4.3589,5.0,6.0
BraTS20_Training_196,0.62463,0.93835,0.74585,0.4619,0.90361,0.60662,0.99993,0.99957,0.9999,9.0,2.82843,9.8995
BraTS20_Training_197,0.87048,0.93724,0.90214,0.81048,0.97902,0.86059,0.99968,0.99835,0.99961,3.0,3.60555,4.0
BraTS20_Training_198,0.72102,0.94505,0.86066,0.59718,0.95472,0.77865,0.9998,0.9992,0.99981,4.12311,3.0,5.0
BraTS20_Training_199,0.88952,0.92692,0.90398,0.81808,0.99406,0.83936,0.99992,0.9986,0.99993,2.44949,3.0,3.16228
BraTS20_Training_200,0.85891,0.89508,0.71593,0.81141,0.98489,0.82054,0.99996,0.99891,0.99975,2.23607,4.58258,42.49706
BraTS20_Training_201,0.79981,0.9653,0.87665,0.66704,0.9479,0.79512,1.0,0.99968,0.99991,3.31662,1.41421,6.40312
BraTS20_Training_202,0.92737,0.94265,0.89332,0.88343,0.93798,0.93377,0.99993,0.99943,0.99918,1.0,2.23607,5.09902
BraTS20_Training_203,0.87968,0.87737,0.88831,0.92722,0.82675,0.92968,0.99981,0.99941,0.99976,2.23607,31.45234,8.18535
BraTS20_Training_204,0.85962,0.74994,0.87749,0.80187,0.61678,0.82174,0.99994,0.99994,0.99995,3.16228,5.0,2.44949
BraTS20_Training_205,0.91741,0.88051,0.8266,0.86461,0.88174,0.88373,0.99999,0.99958,0.99986,1.0,3.16228,9.64365
BraTS20_Training_206,0.89148,0.84202,0.76198,0.89874,0.80018,0.90305,0.99993,0.99974,0.99972,3.74166,3.16228,20.04994
BraTS20_Training_207,0.68729,0.84882,0.73688,0.57931,0.7722,0.63827,0.9997,0.99968,0.99971,7.07107,7.28011,7.0
BraTS20_Training_208,0.87879,0.93023,0.91501,0.97159,0.92816,0.96566,0.99902,0.99872,0.9989,1.73205,3.0,3.0
BraTS20_Training_209,0.86968,0.90609,0.94375,0.90816,0.92105,0.97359,0.99961,0.99919,0.99955,1.41421,3.0,2.0
BraTS20_Training_210,0.71352,0.93026,0.78922,0.59019,0.97478,0.69094,0.99966,0.99757,0.99957,5.38516,3.0,9.27362
BraTS20_Training_211,0.89195,0.89599,0.92464,0.93586,0.91042,0.98203,0.99966,0.9989,0.99951,1.41421,3.0,4.70084
BraTS20_Training_212,0.69207,0.91562,0.8531,0.84952,0.89669,0.93164,0.9981,0.99869,0.99714,3.0,6.40312,5.38516
BraTS20_Training_213,0.89531,0.883,0.89727,0.97949,0.82711,0.95533,0.99965,0.9997,0.99962,1.41421,7.0,3.74166
BraTS20_Training_214,0.91256,0.91455,0.89038,0.91094,0.98948,0.92883,0.99972,0.99782,0.9994,2.23607,3.0,7.07107
BraTS20_Training_215,0.88096,0.8595,0.87369,0.83892,0.98178,0.89323,0.99981,0.99772,0.99939,1.41421,4.3589,8.48528
BraTS20_Training_216,0.73232,0.93602,0.88139,0.80207,0.9262,0.94771,0.99925,0.99964,0.99911,2.23607,3.16228,2.82843
BraTS20_Training_217,0.90136,0.88243,0.86106,0.92125,0.85385,0.92659,0.99988,0.9998,0.9997,1.0,3.0,3.31662
BraTS20_Training_218,0.84921,0.92667,0.92546,0.96155,0.9511,0.98759,0.99791,0.99872,0.99863,2.23607,25.80698,2.82843
BraTS20_Training_219,0.90125,0.88245,0.89368,0.93021,0.82717,0.98473,0.99979,0.99958,0.99947,1.0,10.81665,4.12311
BraTS20_Training_220,0.70358,0.83183,0.81582,0.56161,0.73364,0.72882,0.99993,0.9996,0.99982,5.0,6.0,4.58258
BraTS20_Training_221,0.90982,0.95985,0.87042,0.85819,0.96733,0.891,0.99978,0.99911,0.99848,2.0,2.23607,6.40312
BraTS20_Training_222,0.88335,0.88387,0.81945,0.80706,0.96228,0.83122,0.99998,0.99926,0.99976,2.44949,18.20432,3.60555
BraTS20_Training_223,0.94787,0.94699,0.94355,0.97575,0.99564,0.98169,0.99971,0.99805,0.99963,1.41421,2.0,2.23607
BraTS20_Training_224,0.84503,0.94577,0.93662,0.74216,0.98036,0.90749,0.9999,0.99844,0.99968,2.23607,2.0,2.23607
BraTS20_Training_225,0.87518,0.94883,0.93635,0.79445,0.97277,0.91066,0.99973,0.99816,0.99953,3.31662,3.0,4.0
BraTS20_Training_226,0.91039,0.94168,0.94062,0.93362,0.94756,0.95334,0.99946,0.99949,0.9996,2.23607,3.0,2.23607
BraTS20_Training_227,0.73068,0.68574,0.68208,0.58715,0.53422,0.58107,0.99999,0.99986,0.99992,4.24264,10.44031,5.74456
BraTS20_Training_228,0.79972,0.86669,0.86556,0.72557,0.81841,0.79596,0.99989,0.99942,0.99993,2.82843,7.0,3.74166
BraTS20_Training_229,0.90385,0.92473,0.88573,0.91835,0.96927,0.91755,0.99962,0.99892,0.99938,2.23607,3.16228,4.95959
BraTS20_Training_230,0.97572,0.92755,0.93996,0.98781,0.99515,0.96904,0.99994,0.99845,0.99984,1.0,2.23607,12.0416
BraTS20_Training_231,0.8802,0.95703,0.89452,0.79449,0.98587,0.8364,0.99995,0.99888,0.99983,4.12311,2.0,4.89898
BraTS20_Training_232,0.52941,0.81306,0.6207,0.38517,0.68925,0.51396,0.99992,0.99994,0.99973,9.68502,7.34847,11.35782
BraTS20_Training_233,0.7905,0.82732,0.75072,0.96328,0.71603,0.96299,0.99986,0.99997,0.99982,2.82843,4.0,15.60123
BraTS20_Training_234,0.64406,0.90821,0.91208,0.47666,0.88554,0.93579,1.0,0.99884,0.99855,13.0767,8.06226,8.48528
BraTS20_Training_235,0.87755,0.95389,0.94196,0.81165,0.9263,0.92338,0.99972,0.99964,0.99951,2.0,2.82843,3.74166
BraTS20_Training_236,0.08419,0.78372,0.11807,0.04408,0.65565,0.06368,0.99998,0.99966,0.9999,20.86983,7.0,20.04994
BraTS20_Training_237,0.83049,0.94467,0.76586,0.8784,0.94761,0.83881,0.99955,0.99891,0.99895,2.44949,4.12311,11.18034
BraTS20_Training_238,0.72665,0.8642,0.95514,0.86253,0.76238,0.95902,0.99776,0.99996,0.99935,6.0,10.86278,2.23607
BraTS20_Training_239,0.75166,0.89045,0.77928,0.80155,0.86166,0.74898,0.99973,0.99938,0.99965,3.0,9.05539,8.12404
BraTS20_Training_240,0.7045,0.93109,0.73917,0.82285,0.87516,0.90284,0.99966,0.99991,0.99772,5.91608,3.0,20.63977
BraTS20_Training_241,0.83271,0.95111,0.88795,0.81984,0.96683,0.86746,0.99919,0.99827,0.99931,3.16228,2.44949,4.69042
BraTS20_Training_242,0.86222,0.89418,0.9135,0.88034,0.95102,0.89105,0.9995,0.99891,0.99976,2.23607,4.12311,3.16228
BraTS20_Training_243,0.79613,0.93515,0.8416,0.73029,0.9399,0.81105,0.99983,0.99877,0.99973,33.12099,2.23607,26.92582
BraTS20_Training_244,0.69534,0.95049,0.91235,0.61213,0.95363,0.89369,0.99955,0.9991,0.99954,3.4641,2.0,4.58258
BraTS20_Training_245,0.48034,0.94248,0.73836,0.34037,0.9128,0.59947,0.9994,0.99957,0.99979,6.63325,3.16228,8.60232
BraTS20_Training_246,0.87407,0.9266,0.91314,0.88375,0.90598,0.8772,0.99959,0.9996,0.99976,2.23607,3.60555,2.82843
BraTS20_Training_247,0.88443,0.88915,0.9181,0.85483,0.83644,0.89166,0.99954,0.99929,0.99952,1.73205,5.74456,3.4641
BraTS20_Training_248,0.67943,0.93711,0.88269,0.55224,0.9252,0.80424,0.9997,0.99951,0.99987,4.58258,2.82843,4.0
BraTS20_Training_249,0.89426,0.8844,0.87663,0.82604,0.84695,0.79126,0.99995,0.99955,0.99997,4.12311,7.81025,4.0
BraTS20_Training_250,0.53363,0.8573,0.26252,0.3698,0.81576,0.3951,0.99999,0.99927,0.99941,14.21267,5.0,20.09975
BraTS20_Training_251,0.92454,0.95823,0.74187,0.89918,0.96422,0.90215,0.99991,0.99955,0.99876,1.41421,2.0,10.63015
BraTS20_Training_252,0.87834,0.95842,0.77353,0.82322,0.94616,0.94973,0.99974,0.99934,0.9958,1.41421,2.82843,18.13836
BraTS20_Training_253,0.75089,0.93748,0.91649,0.91911,0.93273,0.92828,0.99913,0.99972,0.99971,2.82843,2.23607,2.23607
BraTS20_Training_254,0.91264,0.95127,0.88916,0.85957,0.94432,0.92542,0.99984,0.99927,0.99881,2.0,2.0,6.32456
BraTS20_Training_255,0.87668,0.95887,0.93861,0.88364,0.98197,0.98405,0.99881,0.99876,0.99864,2.44949,1.73205,2.82843
BraTS20_Training_256,0.81943,0.92332,0.88898,0.75666,0.89255,0.88424,0.99921,0.9992,0.99849,4.47214,4.58258,5.38516
BraTS20_Training_257,0.9249,0.95492,0.85361,0.93074,0.96844,0.8981,0.9999,0.99944,0.99971,2.23607,2.0,6.7082
BraTS20_Training_258,0.89063,0.93432,0.87309,0.94596,0.96144,0.94543,0.99947,0.99865,0.99841,1.41421,3.16228,6.16441
BraTS20_Training_259,0.77828,0.95749,0.36909,0.69837,0.9454,0.88834,0.99988,0.9996,0.99555,3.60555,2.23607,20.73403
BraTS20_Training_260,0.89571,0.87576,0.85382,0.91387,0.82231,0.7959,0.99975,0.99969,0.9997,2.44949,3.60555,3.60555
BraTS20_Training_261,0.76664,0.94717,0.84519,0.75508,0.95403,0.92172,0.99977,0.99827,0.99704,2.0,3.16228,6.48074
BraTS20_Training_262,0.0,0.89324,0.35425,0.0,0.9452,0.21876,0.99999,0.99876,0.99999,373.12866,3.0,10.44031
BraTS20_Training_263,0.0,0.83522,0.10213,0.0,0.88114,0.05549,0.99998,0.99922,0.99998,373.12866,4.24264,9.11043
